읍면동,분양면적,총세대수,세대수,매매평균 ㎡당가(만원),노후도,역세권점수,전세평균 ㎡당가(만원),토지면적(km2),문화시설수,쇼핑시설수,스타벅스,,metro,culture,shop
주안동,103.53A,494,120,261,12.03,4,184,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,103.53D,494,30,261,12.03,4,184,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,103.53C,494,58,261,12.03,4,184,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,103.53B,494,120,261,12.03,4,184,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,78.91,91,39,209,12,4,130,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,110.7,91,41,199,12,4,117,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,87.85,91,11,194,12,4,113,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,79.33,273,180,208,23.02,4,145,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,85.95,273,75,204,23.02,4,136,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,99.17,273,18,184,23.02,4,129,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,85.95,338,117,218,33,4,169,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,112.39,338,169,202,33,4,151,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,152.06,338,52,176,33,4,142,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,87.55,443,170,263,16.01,4,217,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,99.4,443,159,262,16.01,4,201,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,121.13,443,76,227,16.01,4,169,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
주안동,136.77,443,38,216,16.01,4,150,6.18,12,147,1,,0.647249191,1.941747573,23.78640777
갈산동,46.28,90,40,281,32,3,151,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,59.5,90,50,235,32,3,126,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,88.17,414,162,312,17.01,3,267,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,115.79,414,252,289,17.01,3,255,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,66.11,"1,650",360,310,26.02,3,250,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,72.72,"1,650",90,282,26.02,3,230,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,49.58,"1,650",540,272,26.02,3,223,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,56.19B,"1,650",270,267,26.02,3,222,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,56.19A,"1,650",360,267,26.02,3,222,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,59.5,"1,650",30,265,26.02,3,202,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,128.92,420,240,256,26.01,3,221,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,152.06,420,150,230,26.01,3,194,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,165.29,420,30,180,26.01,3,127,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,63.17,623,424,281,26.01,3,253,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,81.87,623,91,263,26.01,3,230,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,104.33,623,108,259,26.01,3,214,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,78.17,247,127,285,11.08,3,249,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,109.68,247,120,244,11.08,3,201,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.82N,278,182,217,26.03,3,165,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,106.54S,278,96,216,26.03,3,164,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,79.33,280,66,265,25.06,3,240,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78,280,214,236,25.06,3,203,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,122.31,574,380,266,26.01,3,237,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,158.67,574,194,239,26.01,3,195,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,72.72,85,85,234,32.01,3,151,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,79.33,520,235,284,20.01,3,252,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78,520,285,260,20.01,3,213,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78,340,340,279,26.03,3,232,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,69.42,311,132,194,28.08,3,133,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,79.33,311,120,186,28.08,3,119,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,56.19,311,59,182,28.08,3,117,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,102.47,410,80,200,24.03,3,151,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,79.33,410,330,183,24.03,3,146,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,125.62,390,52,255,26.05,3,219,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,148.76,390,234,225,26.05,3,185,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,178.51,390,104,190,26.05,3,154,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,79.33,280,64,290,25.07,3,252,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78,280,216,255,25.07,3,213,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78,526,526,279,26.01,3,236,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,79.33,280,64,315,25.07,3,284,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78A,280,108,255,25.07,3,213,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
갈산동,105.78,280,108,255,25.07,3,213,1.73,3,19,1,,1.734104046,1.734104046,10.98265896
부평동,79.33,140,130,161,32.1,4,126,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,89.25,140,10,148,32.1,4,118,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.20A,142,16,172,16.06,4,120,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,113.50B,142,24,170,16.06,4,118,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,80.83B,142,26,163,16.06,4,117,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,116.42,142,24,163,16.06,4,98,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,81.16A,142,52,163,16.06,4,97,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,66.11,150,20,174,33.05,4,136,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,79.33,150,30,161,33.05,4,127,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,82.64,150,100,160,33.05,4,126,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,69.42,"1,470",420,295,29,4,227,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,102.47,"1,470",480,278,29,4,223,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,92.56,"1,470",570,275,29,4,222,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,76.03,308,110,381,20.04,4,270,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,109.09,308,198,330,20.04,4,229,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,92.56,"2,475",870,405,32.06,4,243,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,102.47,"2,475",510,405,32.06,4,234,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,72.72,"2,475",825,399,32.06,4,223,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,142.14,"2,475",270,345,32.06,4,216,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,109.09,"2,128",758,380,23.1,4,289,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,82.64,"2,128",794,339,23.1,4,248,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,165.29,"2,128",288,287,23.1,4,191,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,204.95,"2,128",288,239,23.1,4,163,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,76.09,280,105,361,13.1,4,283,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,106.42,280,175,305,13.1,4,235,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,79.72A,"1,381",184,508,4.03,4,401,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,111.51C,"1,381",16,435,4.03,4,336,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.01B,"1,381",36,433,4.03,4,335,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.07A,"1,381",344,433,4.03,4,335,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.14D,"1,381",110,432,4.03,4,334,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.25E,"1,381",98,432,4.03,4,334,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.62G,"1,381",64,431,4.03,4,333,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,112.80F,"1,381",66,430,4.03,4,332,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,150.45A,"1,381",144,376,4.03,4,276,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,151.15B,"1,381",39,374,4.03,4,275,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,151.18C,"1,381",44,374,4.03,4,275,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,76.03,50,50,164,21.06,4,89,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,79.33,260,100,246,37.03,4,126,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,59.5,260,160,244,37.03,4,126,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,110.47,704,298,290,6.05,4,222,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,85.72,704,227,289,6.05,4,222,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,85.72A,704,88,289,6.05,4,198,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,134.07,704,59,280,6.05,4,190,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,62.81,90,60,199,35.03,4,88,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,76.03,90,30,178,35.03,4,85,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,80.43,298,61,264,13.06,4,199,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,107.98,298,175,232,13.06,4,171,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,125.74,298,62,223,13.06,4,159,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,46.28,139,24,281,35.04,4,97,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,49.58,139,20,272,35.04,4,91,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,72.72,139,95,254,35.04,4,76,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,82.64,100,100,169,30.08,4,103,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,102.47,780,120,220,28.02,4,181,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,105.78,780,660,215,28.02,4,175,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,93.07A,110,82,220,13.09,4,177,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,94.32C,110,14,217,13.09,4,175,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,101.80B,110,14,211,13.09,4,162,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,82.64,202,60,290,19.12,4,250,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,109.09,202,102,284,19.12,4,234,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,85.95,202,40,268,19.12,4,230,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,105.78,180,70,232,20.06,4,180,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,82.64,180,76,218,20.06,4,163,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,148.76,180,34,192,20.06,4,161,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
부평동,67.37,65,13,289,8.11,4,260,6.91,16,169,5,,0.578871201,2.315484805,24.45730825
일신동,52.89,967,134,269,23,0,208,4.31,1,6,0,,0,0.232018561,1.392111369
일신동,79.33,967,414,246,23,0,208,4.31,1,6,0,,0,0.232018561,1.392111369
일신동,85.95,967,218,227,23,0,192,4.31,1,6,0,,0,0.232018561,1.392111369
일신동,89.25,967,201,218,23,0,185,4.31,1,6,0,,0,0.232018561,1.392111369
일신동,109.38,750,630,263,23,0,220,4.31,1,6,0,,0,0.232018561,1.392111369
일신동,93.36,750,120,257,23,0,215,4.31,1,6,0,,0,0.232018561,1.392111369
청천동,105.78,418,160,227,23.02,2,178,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,95.86,418,30,224,23.02,2,172,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,82.64,418,228,194,23.02,2,170,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,79.33,"2,539","1,105",356,20.02,2,290,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,109.09,"2,539",884,321,20.02,2,275,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,128.92,"2,539",374,306,20.02,2,270,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,161.98,"2,539",176,284,20.02,2,241,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,82.64,340,210,239,33.07,2,197,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,76.03,340,120,220,33.07,2,168,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,72.72,200,30,151,36,2,100,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,66.11,200,70,144,36,2,100,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,62.81,200,100,143,36,2,95,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,79.33,220,120,208,25.09,2,176,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,112.39,220,100,182,25.09,2,160,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,79.33,170,88,344,12.04,2,293,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,107.88,170,13,290,12.04,2,262,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,105.33,170,69,275,12.04,2,252,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,62.81,222,96,231,33.1,2,188,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,82.64,222,60,230,33.1,2,187,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,72.72A,222,6,223,33.1,2,182,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,72.72,222,60,223,33.1,2,182,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,66.11,384,192,246,29.1,2,204,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,76.03,384,192,237,29.1,2,185,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,69.42,375,120,270,32.01,2,252,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,62.81,375,165,267,32.01,2,235,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,82.64,375,90,248,32.01,2,227,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,69.42,510,120,335,28.03,2,285,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,89.25,510,120,300,28.03,2,272,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,102.47,510,270,281,28.03,2,266,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,85.95,196,164,157,23.05,2,87,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,76.03,196,32,132,23.05,2,85,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,96.14,209,188,317,13.03,2,296,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,79.33,80,80,200,33.11,2,69,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,105.78,266,152,177,24.11,2,112,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,109.09,266,19,176,24.11,2,104,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,82.64,266,95,175,24.11,2,101,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,59.5,130,110,176,40.01,2,126,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,76.03,130,20,171,40.01,2,125,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,79.33,"2,257",727,315,20.06,2,246,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,109.09B,"2,257",188,270,20.06,2,221,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,109.09A,"2,257",790,270,20.06,2,220,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,122.31,"2,257",264,268,20.06,2,220,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,161.98,"2,257",288,222,20.06,2,182,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,72.72,48,6,206,24.07,2,167,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
청천동,62.81,48,42,203,24.07,2,162,4.96,3,46,1,,0.403225806,0.60483871,9.274193548
일신동,85.64,719,147,320,12.03,0,274,4.31,1,6,0,,0,0.232018561,1.392111369
일신동,110.24,719,572,294,12.03,0,236,4.31,1,6,0,,0,0.232018561,1.392111369
산곡동,79.33,810,120,243,28,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,95.86,810,120,243,28,0,206,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78,690,510,251,27.05,0,202,3.6,7,45,0,,0,1.944444444,12.5
산곡동,76.03,690,30,250,27.05,0,224,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78,916,420,255,26.01,0,203,3.6,7,45,0,,0,1.944444444,12.5
산곡동,109.09,776,312,248,24.07,0,203,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64,776,286,242,24.07,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,92.56,308,80,248,26.03,0,203,3.6,7,45,0,,0,1.944444444,12.5
산곡동,87.81,"1,365",286,376,11,0,198,3.6,7,45,0,,0,1.944444444,12.5
산곡동,114.9,"1,365",640,347,11,0,212,3.6,7,45,0,,0,1.944444444,12.5
산곡동,146.59,"1,365",357,307,11,0,202,3.6,7,45,0,,0,1.944444444,12.5
산곡동,167.43,"1,365",82,296,11,0,221,3.6,7,45,0,,0,1.944444444,12.5
산곡동,59.5,170,100,395,30.02,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,62.81,170,50,390,30.02,0,285,3.6,7,45,0,,0,1.944444444,12.5
산곡동,69.42,170,20,375,30.02,0,261,3.6,7,45,0,,0,1.944444444,12.5
산곡동,93.68,191,30,240,11.07,0,249,3.6,7,45,0,,0,1.944444444,12.5
산곡동,69.42,"1,980",405,266,29.02,0,233,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47B,"1,980",240,263,29.02,0,193,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47A,"1,980",270,263,29.02,0,230,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25B,"1,980",450,263,29.02,0,229,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25A,"1,980",180,263,29.02,0,229,3.6,7,45,0,,0,1.944444444,12.5
산곡동,52.89,"1,980",255,255,29.02,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,128.92,"1,980",90,240,29.02,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47,494,270,254,27.11,0,220,3.6,7,45,0,,0,1.944444444,12.5
산곡동,78.47,765,175,497,7.02,0,192,3.6,7,45,0,,0,1.944444444,12.5
산곡동,79.08A,765,41,493,7.02,0,389,3.6,7,45,0,,0,1.944444444,12.5
산곡동,109.28,765,152,421,7.02,0,386,3.6,7,45,0,,0,1.944444444,12.5
산곡동,110.37B,765,120,417,7.02,0,320,3.6,7,45,0,,0,1.944444444,12.5
산곡동,110.39A,765,112,417,7.02,0,317,3.6,7,45,0,,0,1.944444444,12.5
산곡동,142.53,765,117,379,7.02,0,317,3.6,7,45,0,,0,1.944444444,12.5
산곡동,79.41,335,86,296,14.04,0,309,3.6,7,45,0,,0,1.944444444,12.5
산곡동,75.9,335,30,290,14.04,0,241,3.6,7,45,0,,0,1.944444444,12.5
산곡동,103.04A,335,36,247,14.04,0,240,3.6,7,45,0,,0,1.944444444,12.5
산곡동,104.45B,335,183,244,14.04,0,240,3.6,7,45,0,,0,1.944444444,12.5
산곡동,56.19A,542,104,285,32.02,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,56.19,542,224,285,32.02,0,205,3.6,7,45,0,,0,1.944444444,12.5
산곡동,72.72,542,84,275,32.02,0,227,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25,542,78,252,32.02,0,227,3.6,7,45,0,,0,1.944444444,12.5
산곡동,88.03B,703,94,278,15.11,0,212,3.6,7,45,0,,0,1.944444444,12.5
산곡동,88.03A,703,18,278,15.11,0,212,3.6,7,45,0,,0,1.944444444,12.5
산곡동,115.51C,703,3,249,15.11,0,212,3.6,7,45,0,,0,1.944444444,12.5
산곡동,115.51D,703,20,249,15.11,0,212,3.6,7,45,0,,0,1.944444444,12.5
산곡동,115.61B,703,408,249,15.11,0,234,3.6,7,45,0,,0,1.944444444,12.5
산곡동,115.61A,703,63,249,15.11,0,227,3.6,7,45,0,,0,1.944444444,12.5
산곡동,66.11,720,180,348,33.07,0,227,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64F,720,24,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64A,720,48,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64G,720,86,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64B,720,8,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64C,720,32,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64E,720,12,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64D,720,90,339,33.07,0,218,3.6,7,45,0,,0,1.944444444,12.5
산곡동,72.72,720,8,337,33.07,0,200,3.6,7,45,0,,0,1.944444444,12.5
산곡동,72.72A,720,32,337,33.07,0,195,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47A,720,32,322,33.07,0,195,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47D,720,40,322,33.07,0,195,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47E,720,60,322,33.07,0,195,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47B,720,6,322,33.07,0,195,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47C,720,24,322,33.07,0,195,3.6,7,45,0,,0,1.944444444,12.5
산곡동,102.47F,720,8,322,33.07,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,122.31,720,30,319,33.07,0,261,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78,208,136,241,25.03,0,257,3.6,7,45,0,,0,1.944444444,12.5
산곡동,80.56,744,76,317,21.09,0,224,3.6,7,45,0,,0,1.944444444,12.5
산곡동,109.1,744,360,289,21.09,0,285,3.6,7,45,0,,0,1.944444444,12.5
산곡동,127.09,744,80,268,21.09,0,245,3.6,7,45,0,,0,1.944444444,12.5
산곡동,80.78,"1,280",526,347,19.03,0,240,3.6,7,45,0,,0,1.944444444,12.5
산곡동,108.21,"1,280",358,314,19.03,0,224,3.6,7,45,0,,0,1.944444444,12.5
산곡동,110.35,"1,280",240,308,19.03,0,209,3.6,7,45,0,,0,1.944444444,12.5
산곡동,127.19,"1,280",80,271,19.03,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.32,384,160,255,19.01,0,205,3.6,7,45,0,,0,1.944444444,12.5
산곡동,109.89,384,174,241,19.01,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,127.29,"2,204",147,263,33.02,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.22B,"2,204",180,261,33.02,0,193,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.38A,"2,204",408,260,33.02,0,192,3.6,7,45,0,,0,1.944444444,12.5
산곡동,103.88B,"2,204",55,248,33.02,0,192,3.6,7,45,0,,0,1.944444444,12.5
산곡동,104,"2,204",837,248,33.02,0,199,3.6,7,45,0,,0,1.944444444,12.5
산곡동,104.41E,"2,204",270,247,33.02,0,223,3.6,7,45,0,,0,1.944444444,12.5
산곡동,169.74,"2,204",56,242,33.02,0,222,3.6,7,45,0,,0,1.944444444,12.5
산곡동,56.19,"1,496",90,298,30.08,0,215,3.6,7,45,0,,0,1.944444444,12.5
산곡동,69.42,"1,496",120,288,30.08,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25A,"1,496",146,286,30.08,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25B,"1,496",120,286,30.08,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25C,"1,496",60,286,30.08,0,213,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25D,"1,496",210,286,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78B,"1,496",60,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78A,"1,496",60,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78H,"1,496",60,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78C,"1,496",30,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78F,"1,496",30,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78D,"1,496",30,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78G,"1,496",30,269,30.08,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78E,"1,496",270,269,30.08,0,205,3.6,7,45,0,,0,1.944444444,12.5
산곡동,82.64,"1,496",180,269,30.08,0,205,3.6,7,45,0,,0,1.944444444,12.5
산곡동,89.25,"1,200",210,269,29.03,0,224,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78,"1,200",540,260,29.03,0,208,3.6,7,45,0,,0,1.944444444,12.5
산곡동,128.92,"1,200",60,248,29.03,0,268,3.6,7,45,0,,0,1.944444444,12.5
산곡동,72.72,"1,161",407,330,25.01,0,256,3.6,7,45,0,,0,1.944444444,12.5
산곡동,105.78,"1,161",530,307,25.01,0,232,3.6,7,45,0,,0,1.944444444,12.5
산곡동,76.03,"1,161",18,289,25.01,0,225,3.6,7,45,0,,0,1.944444444,12.5
산곡동,109.09,"1,161",19,280,25.01,0,193,3.6,7,45,0,,0,1.944444444,12.5
