구시군,읍면동,아파트명,입주년도,분양면적,총세대수,세대수,매매평균..당가.만원.,X3.3.당가.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스
서구,가정동,예뜰채,2007.11,92.56,93,33,238,785.7,11.01,2,96,2.6,5,17,0
서구,가정동,예뜰채,2007.11,92.56,93,1,238,785.7,11.01,2,93,2.6,5,17,0
서구,가정동,예뜰채,2007.11,148.76,93,16,202,666.7,11.01,2,71,2.6,5,17,0
서구,가정동,인향,1989.12,76.03,132,36,151,500,29,2,72,2.6,5,17,0
서구,가정동,인향,1989.12,79.33,132,36,145,479.2,29,2,69,2.6,5,17,0
서구,가정동,인향,1989.12,69.42,132,54,144,476.2,29,2,67,2.6,5,17,0
서구,가정동,인향,1989.12,82.64,132,6,139,460,29,2,65,2.6,5,17,0
서구,가정동,진흥1단지,1990.04,59.5,192,144,113,375,28.08,2,59,2.6,5,17,0
서구,가정동,진흥1단지,1990.04,72.72,192,48,103,340.9,28.08,2,58,2.6,5,17,0
서구,가정동,진흥2단지,1990.08,79.33,132,36,126,416.7,28.04,2,69,2.6,5,17,0
서구,가정동,진흥2단지,1990.08,59.5,132,96,118,388.9,28.04,2,59,2.6,5,17,0
서구,가정동,하나1차,1989.11,76.03,252,156,187,619.6,29.01,2,118,2.6,5,17,0
서구,가정동,하나1차,1989.11,105.78,252,96,170,562.5,29.01,2,99,2.6,5,17,0
서구,가정동,하나2차,1992.02,102.47,495,120,215,709.7,26.1,2,130,2.6,5,17,0
서구,가정동,하나2차,1992.02,95.86,495,90,214,707,26.1,2,83,2.6,5,17,0
서구,가정동,하나2차,1992.02,72.72,495,60,210,693.3,26.1,2,81,2.6,5,17,0
서구,가정동,하나2차,1992.02,69.42,495,60,202,666.7,26.1,2,81,2.6,5,17,0
서구,가정동,하나2차,1992.02,89.25,495,45,196,648.2,26.1,2,79,2.6,5,17,0
서구,가정동,하나2차,1992.02,82.64,495,120,188,620,26.1,2,79,2.6,5,17,0
서구,가정동,하나3차,1993.1,102.47,274,70,220,725.9,25.02,2,151,2.6,5,17,0
서구,가정동,하나3차,1993.1,125.62,274,26,215,710.5,25.02,2,121,2.6,5,17,0
서구,가정동,하나3차,1993.1,158.67,274,34,194,640.7,25.02,2,113,2.6,5,17,0
서구,가정동,하나3차,1993.1,82.64,274,108,191,630,25.02,2,107,2.6,5,17,0
서구,가정동,하나3차,1993.1,112.39,274,18,182,603,25.02,2,91,2.6,5,17,0
서구,가정동,하나3차,1993.1,92.56,274,18,162,535.7,25.02,2,69,2.6,5,17,0
서구,가정동,한국,1992.12,105.78,620,464,222,734.4,26,2,147,2.6,5,17,0
서구,가정동,한국,1992.12,155.37,620,116,167,553.2,26,2,103,2.6,5,17,0
서구,가정동,한국,1992.12,185.12,620,40,146,482.2,26,2,95,2.6,5,17,0
서구,가정동,한성,1992.01,69.42,150,150,158,523.8,26.11,2,56,2.6,5,17,0
서구,가정동,현광,1989.04,66.11,144,72,159,525,29.08,2,61,2.6,5,17,0
서구,가정동,현광,1989.04,56.19,144,72,156,514.8,29.08,2,58,2.6,5,17,0
서구,연희동,우성,1997.06,79.33,410,168,208,687.6,21.06,1,160,9.5,3,38,1
서구,연희동,우성,1997.06,109.09,410,242,206,681.8,21.06,1,145,9.5,3,38,1
서구,연희동,중앙,1997.08,72.72,294,70,227,750.1,21.04,1,196,9.5,3,38,1
서구,연희동,중앙,1997.08,33.05,294,224,212,700.2,21.04,1,159,9.5,3,38,1
서구,연희동,청아,1997.09,82.64,65,11,182,600,21.03,1,127,9.5,3,38,1
서구,연희동,청아,1997.09,109.09,65,24,179,590.9,21.03,1,124,9.5,3,38,1
서구,연희동,청아,1997.09,92.56,65,21,170,562.5,21.03,1,124,9.5,3,38,1
서구,연희동,태영,1996.11,79.33,390,220,224,739.7,22.01,1,183,9.5,3,38,1
서구,연희동,태영,1996.11,109.09,390,170,213,704.6,22.01,1,160,9.5,3,38,1
서구,연희동,한국(682-12),1994.1,103.34,356,164,208,687.8,24.02,1,155,9.5,3,38,1
서구,연희동,한국(682-12),1994.1,151.59,356,44,204,676,24.02,1,141,9.5,3,38,1
서구,연희동,한국(682-12),1994.1,83.05,356,148,196,646.8,24.02,1,122,9.5,3,38,1
서구,연희동,한국(682-14),1995.02,105.23,120,40,216,714.7,23.1,1,166,9.5,3,38,1
서구,연희동,한국(682-14),1995.02,86.61,120,37,179,591.6,23.1,1,133,9.5,3,38,1
서구,검암경서동,가이아샹베르2차,2005.03,79.63,560,128,254,840.7,13.09,3,195,15.23,2,43,0
서구,검암경서동,가이아샹베르2차,2005.03,109.49,560,432,217,717.1,13.09,3,174,15.23,2,43,0
서구,검암경서동,우정에쉐르,2006.05,79.75,292,72,235,777.2,12.07,3,194,15.23,2,43,0
서구,검암경서동,우정에쉐르,2006.05,110.29,292,220,209,689.4,12.07,3,172,15.23,2,43,0
서구,검암경서동,태평샹베르,2005.02,79.4,572,132,239,791.1,13.1,3,195,15.23,2,43,0
서구,검암경서동,태평샹베르,2005.02,109.1,572,376,220,727.2,13.1,3,174,15.23,2,43,0
서구,검암경서동,태평샹베르,2005.02,139.59,572,64,218,722.3,13.1,3,154,15.23,2,43,0
서구,검단동,검단힐스테이트1단지,2010.11,109.92,348,40,237,781.9,8.01,2,173,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,110.16,348,56,236,780.2,8.01,2,172,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,110.99,348,18,234,774.4,8.01,2,171,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,111.21,348,80,234,772.9,8.01,2,171,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,130.25,348,40,221,729.7,8.01,2,152,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,130.52,348,37,220,728.2,8.01,2,151,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,163.76,348,38,195,646,8.01,2,119,7.93,5,137,1
서구,검단동,검단힐스테이트1단지,2010.11,164.47,348,38,195,643.2,8.01,2,119,7.93,5,137,1
서구,검단동,검단힐스테이트2단지,2010.11,110.34,303,36,247,816.4,8.01,2,169,7.93,5,137,1
서구,검단동,검단힐스테이트2단지,2010.11,111.38,303,40,245,808.8,8.01,2,169,7.93,5,137,1
서구,검단동,검단힐스테이트2단지,2010.11,130.23,303,78,223,736.1,8.01,2,163,7.93,5,137,1
서구,검단동,검단힐스테이트2단지,2010.11,130.49,303,72,222,734.7,8.01,2,162,7.93,5,137,1
서구,검단동,검단힐스테이트2단지,2010.11,163.76,303,38,211,696.4,8.01,2,128,7.93,5,137,1
서구,검단동,검단힐스테이트2단지,2010.11,164.47,303,38,210,693.4,8.01,2,128,7.93,5,137,1
서구,당하동,풍림아이원,2011.03,109.23,207,59,206,681,7.09,2,71,3.49,1,15,1
서구,당하동,풍림아이원,2011.03,109.68,207,56,205,678.2,7.09,2,71,3.49,1,15,1
서구,당하동,풍림아이원,2011.03,110.44,207,20,204,673.5,7.09,2,70,3.49,1,15,1
서구,당하동,풍림아이원,2011.03,110.65,207,72,203,672.2,7.09,2,70,3.49,1,15,1
서구,석남동,경남아너스빌,2006.11,76.03,471,21,237,782.6,12.01,0,204,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,89.25,471,41,230,759.3,12.01,0,189,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,104.83,471,78,224,741.1,12.01,0,186,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,105.78,471,84,222,734.4,12.01,0,174,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,81.92,471,92,220,726.4,12.01,0,167,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,83.35,471,36,216,713.9,12.01,0,165,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,105.78,471,18,213,703.2,12.01,0,161,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,105.78,471,20,213,703.2,12.01,0,161,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,105.78,471,40,213,703.2,12.01,0,161,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,105.78,471,18,213,703.2,12.01,0,161,5.17,3,52,0
서구,석남동,경남아너스빌,2006.11,115.7,471,23,203,671.4,12.01,0,149,5.17,3,52,0
서구,석남동,경인,1984.07,59.5,150,30,157,519.5,34.05,0,59,5.17,3,52,0
서구,석남동,경인,1984.07,59.5,150,120,157,519.5,34.05,0,59,5.17,3,52,0
서구,석남동,금호어울림,2007.12,80.95,769,206,315,1041.4,11,0,266,5.17,3,52,0
서구,석남동,금호어울림,2007.12,107.37,769,461,282,931.4,11,0,219,5.17,3,52,0
서구,석남동,금호어울림,2007.12,125.85,769,30,250,827.4,11,0,191,5.17,3,52,0
서구,석남동,금호어울림,2007.12,143.15,769,72,238,785.2,11,0,185,5.17,3,52,0
서구,석남동,금호어울림2차,2008.12,80.63,91,45,257,850.7,10,0,180,5.17,3,52,0
서구,석남동,금호어울림2차,2008.12,127.52,91,15,243,803.6,10,0,107,5.17,3,52,0
서구,석남동,금호어울림2차,2008.12,107.03,91,31,234,772.2,10,0,98,5.17,3,52,0
서구,석남동,낙원호산,1989.11,69.42,142,6,137,452.4,29.01,0,72,5.17,3,52,0
서구,석남동,낙원호산,1989.11,69.42,142,18,137,452.4,29.01,0,72,5.17,3,52,0
서구,석남동,낙원호산,1989.11,62.81,142,24,127,421.1,29.01,0,60,5.17,3,52,0
서구,석남동,대명,1998.05,82.64,184,72,203,670,20.07,0,139,5.17,3,52,0
서구,석남동,대명,1998.05,59.5,184,112,147,486.1,20.07,0,92,5.17,3,52,0
서구,석남동,덕산,1990.05,89.25,252,84,202,666.7,28.07,0,120,5.17,3,52,0
서구,석남동,덕산,1990.05,79.33,252,84,189,625.1,28.07,0,112,5.17,3,52,0
서구,석남동,덕산,1990.05,76.03,252,84,178,587,28.07,0,106,5.17,3,52,0
서구,석남동,동남,1989.05,69.42,360,96,156,514.3,29.07,0,95,5.17,3,52,0
서구,석남동,동남,1989.05,66.11,360,96,146,482.5,29.07,0,94,5.17,3,52,0
서구,석남동,동남,1989.05,52.89,360,168,139,459.4,29.07,0,91,5.17,3,52,0
서구,석남동,동아,1984.11,92.56,110,30,162,535.7,34.01,0,81,5.17,3,52,0
서구,석남동,동아,1984.11,89.25,110,60,160,527.8,34.01,0,78,5.17,3,52,0
서구,석남동,동아,1984.11,85.95,110,20,157,519.2,34.01,0,76,5.17,3,52,0
서구,석남동,동우,1986.12,72.72,100,65,172,568.2,32,0,76,5.17,3,52,0
서구,석남동,동우,1986.12,72.72,100,35,172,568.2,32,0,76,5.17,3,52,0
서구,석남동,동진1차,1983.12,85.95,60,60,175,576.9,35,0,64,5.17,3,52,0
서구,석남동,동진2차,1989.11,66.11,48,48,144,475,29.01,0,79,5.17,3,52,0
서구,석남동,동진3차,1990.01,49.58,192,108,176,583.4,28.11,0,110,5.17,3,52,0
서구,석남동,동진3차,1990.01,66.11,192,48,163,537.5,28.11,0,110,5.17,3,52,0
서구,석남동,동진3차,1990.01,72.72,192,24,155,511.4,28.11,0,99,5.17,3,52,0
서구,석남동,동진3차,1990.01,85.95,192,12,145,480.8,28.11,0,91,5.17,3,52,0
서구,석남동,동진4차,1991.12,66.11,162,48,144,475,27,0,101,5.17,3,52,0
서구,석남동,동진4차,1991.12,62.81,162,48,139,460.5,27,0,76,5.17,3,52,0
서구,석남동,동진4차,1991.12,79.33,162,60,123,406.3,27,0,72,5.17,3,52,0
서구,석남동,롯데우람,1985.12,66.11,320,180,219,725.1,33,0,88,5.17,3,52,0
서구,석남동,롯데우람,1985.12,72.72,320,120,217,716,33,0,83,5.17,3,52,0
서구,석남동,롯데우람,1985.12,82.64,320,20,203,670,33,0,79,5.17,3,52,0
서구,석남동,보광네오센스,2003.07,89.25,100,50,185,611.2,15.05,0,90,5.17,3,52,0
서구,석남동,보광네오센스,2003.07,181.81,100,50,124,409.1,15.05,0,58,5.17,3,52,0
서구,석남동,삼산,2004.04,89.25,47,47,168,555.6,14.08,0,84,5.17,3,52,0
서구,석남동,서인천월드메르디앙,2006.08,79.98,778,172,300,992,12.04,0,213,5.17,3,52,0
서구,석남동,서인천월드메르디앙,2006.08,131.76,778,39,258,853,12.04,0,175,5.17,3,52,0
서구,석남동,서인천월드메르디앙,2006.08,110.56,778,511,258,852.2,12.04,0,172,5.17,3,52,0
서구,석남동,서인천월드메르디앙,2006.08,152.36,778,56,253,835.3,12.04,0,171,5.17,3,52,0
서구,석남동,수정,1989.04,62.81,144,60,167,552.6,29.08,0,100,5.17,3,52,0
서구,석남동,수정,1989.04,59.5,144,72,164,541.7,29.08,0,97,5.17,3,52,0
서구,석남동,수정,1989.04,79.33,144,12,151,500.1,29.08,0,95,5.17,3,52,0
서구,석남동,신광1차,1995.03,82.64,134,17,163,540,23.09,0,91,5.17,3,52,0
서구,석남동,신광1차,1995.03,89.25,134,117,162,537.1,23.09,0,84,5.17,3,52,0
서구,석남동,신광2차,1997.01,82.64,191,160,153,506,21.11,0,77,5.17,3,52,0
서구,석남동,신광2차,1997.01,62.81,191,1,147,486.8,21.11,0,74,5.17,3,52,0
서구,석남동,신광2차,1997.01,72.72,191,25,144,477.3,21.11,0,58,5.17,3,52,0
서구,석남동,신동아,1996.03,82.64,190,190,175,580,22.09,0,103,5.17,3,52,0
서구,석남동,우림필유,2006.09,80.82,288,63,234,775.1,12.03,0,161,5.17,3,52,0
서구,석남동,우림필유,2006.09,109.86,288,150,223,737.2,12.03,0,151,5.17,3,52,0
서구,석남동,우림필유,2006.09,92.56,288,48,223,735.7,12.03,0,151,5.17,3,52,0
서구,석남동,우림필유,2006.09,102.47,288,27,209,692,12.03,0,141,5.17,3,52,0
서구,석남동,중앙2차,1985.11,62.81,80,5,151,500,33.01,0,72,5.17,3,52,0
서구,석남동,중앙2차,1985.11,79.33,80,75,145,479.2,33.01,0,69,5.17,3,52,0
서구,석남동,태산,1989.04,52.89,144,6,175,578.2,29.08,0,104,5.17,3,52,0
서구,석남동,태산,1989.04,52.89,144,138,175,578.2,29.08,0,104,5.17,3,52,0
서구,석남동,태화,1995.05,82.64,299,156,172,570,23.07,0,103,5.17,3,52,0
서구,석남동,태화,1995.05,95.86,299,143,170,560.4,23.07,0,94,5.17,3,52,0
서구,석남동,현광,1989.1,74.04,138,6,169,558.1,29.02,0,75,5.17,3,52,0
서구,석남동,현광,1989.1,75.08,138,36,166,550.4,29.02,0,61,5.17,3,52,0
서구,석남동,현광,1989.1,63.26,138,36,166,548.7,29.02,0,60,5.17,3,52,0
서구,석남동,황해,1983.09,59.5,90,90,193,638.9,35.03,0,76,5.17,3,52,0
서구,석남동,효정(489),1989.1,66.11,192,60,189,625.1,29.02,0,113,5.17,3,52,0
서구,석남동,효정(489),1989.1,49.58,192,132,171,566.7,29.02,0,86,5.17,3,52,0
서구,석남동,효정(588-14),1987.06,72.72,130,130,158,522.8,31.06,0,96,5.17,3,52,0
서구,불로대곡동,삼라마이더스빌,2007.06,109.09,117,30,202,666.7,11.06,0,142,10.8,0,12,0
서구,불로대곡동,삼라마이더스빌,2007.06,109.09,117,85,202,666.7,11.06,0,142,10.8,0,12,0
서구,원당동,원당e편한세상,2004.08,86.11,449,119,253,835,14.04,0,197,6.59,1,15,0
서구,원당동,원당e편한세상,2004.08,113.38,449,330,225,743.5,14.04,0,168,6.59,1,15,0
서구,원당동,원당2차금호어울림,2005.02,106.36,269,209,230,761.5,13.1,0,174,6.59,1,15,0
서구,원당동,원당2차금호어울림,2005.02,130.98,269,60,221,731.9,13.1,0,153,6.59,1,15,0
서구,원당동,LG원당자이,2004.06,85.48,938,125,260,860.5,14.06,0,199,6.59,1,15,0
서구,원당동,LG원당자이,2004.06,112.27,938,719,234,772.9,14.06,0,174,6.59,1,15,0
서구,원당동,LG원당자이,2004.06,137.34,938,94,222,734.1,14.06,0,160,6.59,1,15,0
서구,연희동,광명18차,1998.1,79.33,299,65,230,760.5,20.02,1,189,9.5,3,38,1
서구,연희동,광명18차,1998.1,105.78,299,212,215,711,20.02,1,170,9.5,3,38,1
서구,연희동,광명18차,1998.1,165.29,299,22,185,610,20.02,1,112,9.5,3,38,1
서구,연희동,경남,1998.11,79.33,232,72,227,750.1,20.01,1,195,9.5,3,38,1
서구,연희동,경남,1998.11,102.47,232,79,220,725.9,20.01,1,161,9.5,3,38,1
서구,연희동,경남,1998.11,109.09,232,81,206,681.8,20.01,1,156,9.5,3,38,1
서구,청라동,광명메이루즈,2011.02,107.83,263,56,343,1134.3,7.1,1,255,2.28,3,63,2
서구,청라동,광명메이루즈,2011.02,109.8,263,56,337,1114,7.1,1,250,2.28,3,63,2
서구,청라동,광명메이루즈,2011.02,110.86,263,151,334,1103.3,7.1,1,248,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,145.66,256,14,357,1180.2,7.04,1,206,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,145.81,256,15,357,1178.9,7.04,1,280,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,147.62,256,110,352,1164.5,7.04,1,277,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,148.24,256,14,351,1159.6,7.04,1,234,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,146.102,256,60,332,1097.4,7.04,1,233,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,147.181,256,15,330,1089.4,7.04,1,220,2.28,3,63,2
서구,청라동,동양엔파트4단지(A26),2011.08,147.241,256,28,329,1088.9,7.04,1,222,2.28,3,63,2
서구,청라동,린스트라우스,2013.08,135.72,590,145,396,1309.2,5.04,1,221,2.28,3,63,2
서구,청라동,린스트라우스,2013.08,137.17,590,138,392,1295.4,5.04,1,248,2.28,3,63,2
서구,청라동,린스트라우스,2013.08,164.46,590,149,383,1266.4,5.04,1,243,2.28,3,63,2
서구,청라동,린스트라우스,2013.08,165.12,590,80,382,1261.3,5.04,1,219,2.28,3,63,2
서구,청라동,린스트라우스,2013.08,182.02,590,78,371,1225.9,5.04,1,216,2.28,3,63,2
서구,청라동,반도유보라1차,2011.1,126.67,174,30,332,1096.1,7.02,1,211,2.28,3,63,2
서구,청라동,반도유보라1차,2011.1,127.56,174,58,329,1088.5,7.02,1,210,2.28,3,63,2
서구,청라동,반도유보라2차,2012.08,130.75,754,144,344,1137.8,6.04,1,209,2.28,3,63,2
서구,청라동,반도유보라2차,2012.08,130.97,754,206,344,1135.8,6.04,1,253,2.28,3,63,2
서구,청라동,제일풍경채(A11),2012.04,132.4,1071,150,347,1148.5,6.08,1,252,2.28,3,63,2
서구,청라동,제일풍경채(A11),2012.04,134.02,1071,276,343,1134.7,6.08,1,252,2.28,3,63,2
서구,청라동,제일풍경채(A11),2012.04,149.05,1071,112,332,1097.9,6.08,1,265,2.28,3,63,2
서구,청라동,제일풍경채(A11),2012.04,150.07,1071,343,330,1090.4,6.08,1,265,2.28,3,63,2
서구,청라동,제일풍경채(A11),2012.04,150.54,1071,115,329,1087,6.08,1,235,2.28,3,63,2
서구,청라동,중흥S-클래스(261-267동),2010.09,143.11,476,180,332,1097.2,8.03,1,227,2.28,3,63,2
서구,청라동,중흥S-클래스(261-267동),2010.09,144.53,476,58,329,1086.5,8.03,1,215,2.28,3,63,2
서구,청라동,청라LH,2011.09,100.22,1767,54,334,1105,7.03,1,214,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,127.02,879,192,362,1197.2,7,1,264,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,158.89,879,90,359,1185.9,7,1,242,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,131.23,879,92,358,1184,7,1,242,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,161.25,879,90,353,1168.6,7,1,242,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,161.75,879,84,352,1164.9,7,1,241,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,146.48,879,84,345,1139.7,7,1,224,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,146.56,879,200,345,1139.1,7,1,217,2.28,3,63,2
서구,청라동,청라SKVIEW,2011.12,152.01,879,44,342,1130.9,7,1,225,2.28,3,63,2
서구,청라동,청라더샵레이크파크,2013.04,142.47,766,53,442,1461.8,5.08,1,221,2.28,3,63,2
서구,청라동,청라더샵레이크파크,2013.04,144.22,766,338,437,1444.1,5.08,1,218,2.28,3,63,2
서구,청라동,청라더샵레이크파크,2013.04,183.22,766,107,437,1443.4,5.08,1,218,2.28,3,63,2
서구,청라동,청라더샵레이크파크,2013.04,133.59,766,266,423,1398.1,5.08,1,211,2.28,3,63,2
서구,청라동,청라동양엔파트,2012.08,146.78,564,82,337,1114.8,6.04,1,211,2.28,3,63,2
서구,청라동,청라동양엔파트,2012.08,146.95,564,150,337,1113.6,6.04,1,211,2.28,3,63,2
서구,청라동,청라동양엔파트,2012.08,147.07,564,90,337,1112.6,6.04,1,210,2.28,3,63,2
서구,청라동,청라동양엔파트,2012.08,147.44,564,85,336,1109.9,6.04,1,209,2.28,3,63,2
서구,청라동,청라동양엔파트,2012.08,148.06,564,69,334,1105.2,6.04,1,209,2.28,3,63,2
서구,청라동,청라동양엔파트,2012.08,148.06,564,88,334,1105.2,6.04,1,235,2.28,3,63,2
서구,청라동,청라롯데캐슬,2013.02,144.56,828,184,391,1292,5.1,1,223,2.28,3,63,2
서구,청라동,청라롯데캐슬,2013.02,159.11,828,114,371,1225.8,5.1,1,223,2.28,3,63,2
서구,청라동,청라롯데캐슬,2013.02,159.11,828,114,371,1225.8,5.1,1,223,2.28,3,63,2
서구,청라동,청라롯데캐슬,2013.02,159.43,828,176,370,1223.4,5.1,1,209,2.28,3,63,2
서구,청라동,청라롯데캐슬,2013.02,177.98,828,240,348,1151.6,5.1,1,242,2.28,3,63,2
서구,청라동,청라상록힐스테이트,2012.04,153,244,50,330,1091.1,6.08,1,242,2.28,3,63,2
서구,청라동,청라상록힐스테이트,2012.04,153.39,244,86,329,1088.4,6.08,1,240,2.28,3,63,2
서구,청라동,청라엑슬루타워,2011.12,126.5,616,104,332,1097.6,7,1,240,2.28,3,63,2
서구,청라동,청라엑슬루타워,2011.12,149.51,616,208,331,1094.5,7,1,235,2.28,3,63,2
서구,청라동,청라우미린,2011.1,111.37,200,85,350,1157.6,7.02,1,235,2.28,3,63,2
서구,청라동,청라우미린,2011.1,111.69,200,48,349,1154.3,7.02,1,224,2.28,3,63,2
서구,청라동,청라우미린,2011.1,112.41,200,67,347,1146.9,7.02,1,223,2.28,3,63,2
서구,청라동,청라자이,2010.06,123.5,884,16,344,1137.6,8.06,1,221,2.28,3,63,2
서구,청라동,청라자이,2010.06,123.63,884,56,344,1136.4,8.06,1,221,2.28,3,63,2
서구,청라동,청라자이,2010.06,145,884,66,338,1117.1,8.06,1,220,2.28,3,63,2
서구,청라동,청라자이,2010.06,145.57,884,108,337,1112.8,8.06,1,238,2.28,3,63,2
서구,청라동,청라자이,2010.06,131.24,884,96,335,1108.3,8.06,1,238,2.28,3,63,2
서구,청라동,청라자이,2010.06,147.33,884,132,333,1099.5,8.06,1,213,2.28,3,63,2
서구,청라동,청라자이,2010.06,147.34,884,40,333,1099.4,8.06,1,209,2.28,3,63,2
서구,청라동,청라자이,2010.06,147.77,884,222,332,1096.2,8.06,1,208,2.28,3,63,2
서구,청라동,청라푸르지오,2013.03,187.38,751,108,416,1376.1,5.09,1,209,2.28,3,63,2
서구,청라동,청라푸르지오,2013.03,157.83,751,108,412,1361.4,5.09,1,237,2.28,3,63,2
서구,청라동,청라푸르지오,2013.03,125.9,751,133,397,1312.9,5.09,1,236,2.28,3,63,2
서구,청라동,청라푸르지오,2013.03,126.14,751,125,396,1310.4,5.09,1,228,2.28,3,63,2
서구,청라동,청라푸르지오,2013.03,151.14,751,276,390,1290.5,5.09,1,221,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,130.9,992,138,359,1187,7.02,1,220,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,131.59,992,168,357,1180.7,7.02,1,264,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,145.04,992,132,352,1162.4,7.02,1,263,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,145.32,992,258,351,1160.2,7.02,1,240,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,171.04,992,96,351,1159.7,7.02,1,236,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,171.82,992,100,349,1154.4,7.02,1,235,2.28,3,63,2
서구,청라동,청라한라비발디,2011.1,146.96,992,100,347,1147.2,7.02,1,208,2.28,3,63,2
서구,청라동,청라한화꿈에그린,2012.03,130.88,1172,305,348,1149.3,6.09,1,228,2.28,3,63,2
서구,청라동,청라한화꿈에그린,2012.03,131.41,1172,144,346,1144.6,6.09,1,228,2.28,3,63,2
서구,청라동,청라한화꿈에그린,2012.03,178.35,1172,116,342,1130.7,6.09,1,227,2.28,3,63,2
서구,청라동,청라호반베르디움,2012.07,111.66,2134,508,358,1184.2,6.05,1,227,2.28,3,63,2
서구,청라동,청라호반베르디움,2012.07,111.82,2134,500,358,1182.5,6.05,1,285,2.28,3,63,2
서구,청라동,청라호반베르디움,2012.07,112.25,2134,776,356,1178,6.05,1,280,2.28,3,63,2
서구,청라동,청라호반베르디움,2012.07,112.42,2134,350,356,1176.2,6.05,1,280,2.28,3,63,2
서구,청라동,청라힐데스하임,2011.07,84.21,1284,240,410,1354.4,7.05,1,278,2.28,3,63,2
서구,청라동,청라힐데스하임,2011.07,85.81,1284,352,402,1329.1,7.05,1,208,2.28,3,63,2
서구,청라동,청라힐데스하임,2011.07,85.81,1284,344,402,1329.1,7.05,1,207,2.28,3,63,2
서구,청라동,청라힐데스하임,2011.07,86.2,1284,348,400,1323.1,7.05,1,259,2.28,3,63,2
서구,청라동,청라힐스테이트,2012.04,113.09,224,108,345,1140,6.08,1,226,2.28,3,63,2
서구,청라동,청라힐스테이트,2012.04,113.63,224,116,343,1134.6,6.08,1,222,2.28,3,63,2
서구,청라동,한양수자인(A38),2011.12,129.13,566,138,337,1113.6,7,1,222,2.28,3,63,2
서구,청라동,호반베르디움,2011.02,111.22,745,490,382,1263.2,7.1,1,234,2.28,3,63,2
서구,청라동,호반베르디움,2011.02,112.37,745,255,378,1250.3,7.1,1,231,2.28,3,63,2
서구,청라동,호반베르디움(20B),2011.1,113.52,620,168,339,1121.2,7.02,1,255,2.28,3,63,2
서구,청라동,호반베르디움(20B),2011.1,113.81,620,168,338,1118.3,7.02,1,255,2.28,3,63,2
서구,청라동,호반베르디움(20B),2011.1,114.18,620,226,337,1114.7,7.02,1,254,2.28,3,63,2
서구,청라동,호반베르디움(20B),2011.1,114.41,620,58,337,1112.4,7.02,1,253,2.28,3,63,2
서구,청라동,호반베르디움영무예다음,2011.05,79.86,1051,422,388,1283.2,7.07,1,313,2.28,3,63,2
서구,청라동,호반베르디움영무예다음,2011.05,79.86,1051,207,388,1283.2,7.07,1,313,2.28,3,63,2
서구,청라동,호반베르디움영무예다음,2011.05,81.03,1051,422,383,1264.7,7.07,1,309,2.28,3,63,2
연수구,연수동,경남,1993.05,89.25,620,246,289,953.8,25.07,2,261,1.52,10,56,1
연수구,연수동,경남,1993.05,105.78,620,374,269,890.7,25.07,2,232,1.52,10,56,1
연수구,연수동,대동,1993.05,72.72,768,384,309,1022.8,25.07,2,248,1.52,10,56,1
연수구,연수동,대동,1993.05,95.86,768,384,297,982.8,25.07,2,245,1.52,10,56,1
연수구,연수동,대림,1993.05,79.33,640,240,315,1041.8,25.07,2,280,1.52,10,56,1
